Équipe,Mouvement,Joueur,Nationalité,Poste,Âge,Club (Prov/Dest),Lien Joueur
Vienne,Prolongations,Jules DORRIVAL,France,Arrière,29 ans,2028,https://www.allrugby.com/joueurs/jules-dorrival-8359.html
Vienne,Prolongations,Enzo BAILLY,France,Pilier,24 ans,2028,https://www.allrugby.com/joueurs/enzo-bailly-11753.html
Vienne,Prolongations,Ilyess EL OUARDY,France,Pilier,20 ans,2028,https://www.allrugby.com/joueurs/ilyess-el-ouardy-22087.html
Vienne,Prolongations,Briag SCOLAN,France,Talonneur,22 ans,2027,https://www.allrugby.com/joueurs/briag-scolan-20272.html
Vienne,Prolongations,Enzo FELLI,France,2ème ligne,20 ans,2027,https://www.allrugby.com/joueurs/enzo-felli-20073.html
Vienne,Prolongations,Nallé BARTIN,France,3ème ligne,21 ans,2027,https://www.allrugby.com/joueurs/nalle-bartin-20669.html
Vienne,Prolongations,Liam SEIXAS,France,Mêlée,21 ans,2027,https://www.allrugby.com/joueurs/liam-seixas-20501.html
Mâcon,Arrivées,Nassim AANIKID,France,Pilier,30 ans,La Seyne,https://www.allrugby.com/joueurs/nassim-aanikid-4535.html
Mâcon,Arrivées,Benoît FONTANELLE,France,Pilier,25 ans,Stade Métropolitain,https://www.allrugby.com/joueurs/benoit-fontanelle-11731.html
Mâcon,Arrivées,Sione ANGA'AELANGI,Nouvelle-Zélande,Talonneur,37 ans,Nice,https://www.allrugby.com/joueurs/sione-anga-aelangi-4762.html
Mâcon,Arrivées,Josaia CAMA,Fidji,2ème ligne,28 ans,Salles,https://www.allrugby.com/joueurs/josaia-cama-4423.html
Mâcon,Arrivées,Florent CAMPEGGIA,France,Mêlée,31 ans,Rouen,https://www.allrugby.com/joueurs/florent-campeggia-4749.html
Mâcon,Arrivées,Misaele PETERO,Fidji,Centre,30 ans,sans club,https://www.allrugby.com/joueurs/misaele-petero-13862.html
Mâcon,Arrivées,Anthony LAVAUX,France,Centre,26 ans,Niort,https://www.allrugby.com/joueurs/anthony-lavaux-11707.html
Mâcon,Arrivées,Ruben KEMMOE,France,Talonneur,20 ans,Clermont,https://www.allrugby.com/joueurs/ruben-kemmoe-23104.html
Mâcon,Arrivées,Mathéo TILLIER,France,Mêlée,21 ans,Nevers,https://www.allrugby.com/joueurs/matheo-tillier-23149.html
Mâcon,Arrivées,Matthieu ALLÈNE,France,Mêlée,20 ans,Perpignan,https://www.allrugby.com/joueurs/matthieu-allene-23128.html
Mâcon,Arrivées,Mathieu DEMONT,France,Ouverture,20 ans,Clermont,https://www.allrugby.com/joueurs/mathieu-demont-23306.html
Mâcon,Arrivées,Milan THOMASSON,France,Ailier,19 ans,XV de la Dombes,https://www.allrugby.com/joueurs/milan-thomasson-23341.html
Mâcon,Départs,Taniela KOROI,Fidji,Pilier,36 ans,Chalon-sur-Saône,https://www.allrugby.com/joueurs/taniela-koroi-3968.html
Mâcon,Départs,Sunia VULI,Fidji,Pilier,25 ans,N/A,https://www.allrugby.com/joueurs/sunia-vuli-10747.html
Mâcon,Départs,Bruno SANTACAPITA,Argentine,Talonneur,36 ans,N/A,https://www.allrugby.com/joueurs/bruno-santacapita-12200.html
Mâcon,Départs,Tiko BATIBASAGA,Fidji,2ème ligne,25 ans,Nantes,https://www.allrugby.com/joueurs/tiko-batibasaga-9766.html
Mâcon,Départs,Ayoub RAHAL,France,2ème ligne,23 ans,Saint-Claude,https://www.allrugby.com/joueurs/ayoub-rahal-21117.html
Mâcon,Départs,Eliott RENOUD-LYAT,France,Mêlée,24 ans,N/A,https://www.allrugby.com/joueurs/eliott-renoud-lyat-10064.html
Mâcon,Départs,Simon BENOIST,France,Mêlée,24 ans,Suresnes,https://www.allrugby.com/joueurs/simon-benoist-11593.html
Mâcon,Départs,Timothé RIFON,Belgique,Mêlée,24 ans,Langon,https://www.allrugby.com/joueurs/timothe-rifon-12197.html
Mâcon,Départs,Adriaan VAN DER BANK,Afrique du sud,Ouverture,29 ans,Bourg-en-Bresse,https://www.allrugby.com/joueurs/adriaan-van-der-bank-15715.html
Mâcon,Départs,Paul MENDLOWICTZ,France,Pilier,21 ans,Chalon-sur-Saône,https://www.allrugby.com/joueurs/paul-mendlowictz-23311.html
Mâcon,Départs,Adisson MOLANGA KITIMA,République démocratique du Congo,Centre,20 ans,Pamiers,https://www.allrugby.com/joueurs/adisson-molanga-kitima-20479.html
Mâcon,Prolongations,Luigi STRAGIOTTI,France,Pilier,33 ans,2027,https://www.allrugby.com/joueurs/luigi-stragiotti-2487.html
Mâcon,Prolongations,Fabien VIAL,France,Pilier,31 ans,2027,https://www.allrugby.com/joueurs/fabien-vial-4408.html
Mâcon,Prolongations,Grégory QUÉRIN,France,Pilier,31 ans,2027,https://www.allrugby.com/joueurs/gregory-querin-4484.html
Mâcon,Prolongations,Maxime VILLAIN,France,Talonneur,24 ans,2028,https://www.allrugby.com/joueurs/maxime-villain-14362.html
Mâcon,Prolongations,Léo ANGELS-PUJOL,France,2ème ligne,31 ans,2028,https://www.allrugby.com/joueurs/leo-angels-pujol-5278.html
Mâcon,Prolongations,Werner KOTZE,Afrique du sud,2ème ligne,30 ans,2028,https://www.allrugby.com/joueurs/werner-kotze-8716.html
Mâcon,Prolongations,Lucas MARTINEZ,France,3ème ligne,30 ans,2027,https://www.allrugby.com/joueurs/lucas-martinez-6170.html
Mâcon,Prolongations,Nicolas JAECK,France,3ème ligne,26 ans,2027,https://www.allrugby.com/joueurs/nicolas-jaeck-15546.html
Mâcon,Prolongations,Mathéo FORAY,France,3ème ligne,25 ans,2028,https://www.allrugby.com/joueurs/matheo-foray-11918.html
Mâcon,Prolongations,Revan OZBAHAR,France,3ème ligne,24 ans,2027,https://www.allrugby.com/joueurs/revan-ozbahar-14298.html
Mâcon,Prolongations,Émile CANIVET,France,3ème ligne,22 ans,2027,https://www.allrugby.com/joueurs/emile-canivet-21113.html
Mâcon,Prolongations,Florian LAVAUX,France,Ouverture,30 ans,2028,https://www.allrugby.com/joueurs/florian-lavaux-5523.html
Mâcon,Prolongations,Cameron GREGORY-RING,Angleterre,Centre,30 ans,2027,https://www.allrugby.com/joueurs/cameron-ring-7848.html
Mâcon,Prolongations,Save TOTOVOSAU,Fidji,Ailier,30 ans,2028,https://www.allrugby.com/joueurs/save-totovosau-9530.html
Mâcon,Prolongations,Hamza MARTIN,France,Ailier,29 ans,2027,https://www.allrugby.com/joueurs/martin-hamza-8538.html
Mâcon,Prolongations,Samuel MARTIN,France,Ailier,26 ans,2027,https://www.allrugby.com/joueurs/samuel-martin-15399.html
Mâcon,Prolongations,Yvan DELACRUZ,France,Ailier,23 ans,2027,https://www.allrugby.com/joueurs/yvan-delacruz-17573.html
Mâcon,Prolongations,Paul LAULOGNON,France,3ème ligne,21 ans,2027,https://www.allrugby.com/joueurs/paul-laulognon-14135.html
Mâcon,Prolongations,Sandro BUSCONI,France,3ème ligne,21 ans,2027,https://www.allrugby.com/joueurs/sandro-busconi-20711.html
Mâcon,Prolongations,Thibault LE GALLÉE,France,Arrière,23 ans,2028,https://www.allrugby.com/joueurs/thibault-le-gallee-14154.html
Annonay,Arrivées,Caique Silva SEGURA,Brésil,Pilier,32 ans,La Seyne,https://www.allrugby.com/joueurs/caique-silva-segura-12193.html
Annonay,Arrivées,Avto GOGIASHVILI,Géorgie,Pilier,24 ans,Tulle,https://www.allrugby.com/joueurs/avto-gogiashvili-12376.html
Annonay,Arrivées,Napolioni BAKEWA,Fidji,2ème ligne,32 ans,Bédarrides - Châteauneuf-du-Pape,https://www.allrugby.com/joueurs/napolioni-bakewa-21348.html
Annonay,Arrivées,Rémi FARCONNET,France,2ème ligne,29 ans,Drancy Saint-Denis,https://www.allrugby.com/joueurs/remi-farconnet-23379.html
Annonay,Arrivées,Chris MINIMBI,Fidji,2ème ligne,26 ans,Niort,https://www.allrugby.com/joueurs/chris-minimbi-7990.html
Annonay,Arrivées,Kévin KORNATH,France,3ème ligne,29 ans,sans club,https://www.allrugby.com/joueurs/kevin-kornath-4617.html
Annonay,Arrivées,Julien PAUL,France,3ème ligne,26 ans,Hunter Wildfires (AUS),https://www.allrugby.com/joueurs/julien-paul-10410.html
Annonay,Arrivées,Kamil BOUREGBA,France,3ème ligne,26 ans,Bourgoin,https://www.allrugby.com/joueurs/kamli-bouregba-8155.html
Annonay,Arrivées,Diego PINHEIRO RUIZ,France,3ème ligne,22 ans,Aix,https://www.allrugby.com/joueurs/diego-pinheiro-ruiz-16471.html
Annonay,Arrivées,Lucio LIPORACE,Espagne,Centre,25 ans,Bagnères,https://www.allrugby.com/joueurs/lucio-liporace-18131.html
Annonay,Arrivées,Adrian FUGIT,France,Ailier,23 ans,Bourgoin,https://www.allrugby.com/joueurs/adrian-fugit-17469.html
Annonay,Arrivées,Nicolas LEBARD,France,Ouverture,21 ans,Bourgoin,https://www.allrugby.com/joueurs/nicolas-lebard-23415.html
Annonay,Arrivées,Baptiste FREYDIER,France,Centre,22 ans,Bédarrides - Châteauneuf-du-Pape,https://www.allrugby.com/joueurs/baptiste-freydier-22747.html
Annonay,Arrivées,Gabriel BLAYE,France,Centre,21 ans,Valence Romans,https://www.allrugby.com/joueurs/gabriel-blaye-17885.html
Annonay,Arrivées,Myrtho LINGUET,France,Ailier,22 ans,Chartres,https://www.allrugby.com/joueurs/myrtho-linguet-16389.html
Annonay,Départs,Matias DITTUS,Chili,Pilier,32 ans,N/A,https://www.allrugby.com/joueurs/matias-dittus-12417.html
Annonay,Départs,Tristan GANGNARD,France,Talonneur,24 ans,N/A,https://www.allrugby.com/joueurs/tristan-gangnard-14239.html
Annonay,Départs,Florent LENAERTZ,Belgique,2ème ligne,28 ans,N/A,https://www.allrugby.com/joueurs/florent-lenaertz-14162.html
Annonay,Départs,Nathan SÉGOR,France,2ème ligne,28 ans,N/A,https://www.allrugby.com/joueurs/nathan-segor-6223.html
Annonay,Départs,Junior TA'AVILI,Australie,3ème ligne,39 ans,Tournon,https://www.allrugby.com/joueurs/junior-taavili-4399.html
Annonay,Départs,Thibault CHAPUIS,France,3ème ligne,30 ans,Retraite,https://www.allrugby.com/joueurs/thibault-chapuis-22553.html
Annonay,Départs,Théo BEY,France,3ème ligne,28 ans,N/A,https://www.allrugby.com/joueurs/theo-bey-8230.html
Annonay,Départs,Sione FUNAKI,Tonga,3ème ligne,25 ans,Nîmes,https://www.allrugby.com/joueurs/sione-funaki-22691.html
Annonay,Départs,Julien ONUTU,France,Centre,34 ans,Bassin de Crussol Rugby,https://www.allrugby.com/joueurs/julien-onutu-22705.html
Annonay,Départs,Godfrey RAMABOEA,Afrique du sud,Centre,31 ans,N/A,https://www.allrugby.com/joueurs/godfrey-ramaboea-22706.html
Annonay,Départs,Lucas COUSIN,France,Centre,30 ans,Rodez,https://www.allrugby.com/joueurs/lucas-cousin-3517.html
Annonay,Départs,Nicolas ONUTU,France,Ailier,30 ans,Aubenas,https://www.allrugby.com/joueurs/nicolas-onutu-7573.html
Annonay,Départs,Justin PACCARD,France,Talonneur,22 ans,Tournon,https://www.allrugby.com/joueurs/justin-paccard-22707.html
Annonay,Prolongations,Loïc REYNAUD,France,Pilier,31 ans,2027,https://www.allrugby.com/joueurs/loic-reynaud-9659.html
Annonay,Prolongations,Djordan BELLE,France,Pilier,28 ans,2027,https://www.allrugby.com/joueurs/djordan-belle-8695.html
Annonay,Prolongations,Beka BERUASHVILI,Géorgie,Pilier,27 ans,2027,https://www.allrugby.com/joueurs/beka-beruashvili-22555.html
Annonay,Prolongations,Maxime ROUX,France,Pilier,26 ans,2027,https://www.allrugby.com/joueurs/maxime-roux-23102.html
Annonay,Prolongations,Constand RATEL,France,Pilier,24 ans,2027,https://www.allrugby.com/joueurs/constand-ratel-11624.html
Annonay,Prolongations,Maxime MENOTTI,France,Pilier,23 ans,2027,https://www.allrugby.com/joueurs/maxime-menotti-15324.html
Annonay,Prolongations,Elandre HUGGETT,Afrique du sud,Talonneur,34 ans,2027,https://www.allrugby.com/joueurs/elandre-huggett-7957.html
Annonay,Prolongations,Simon HÉRITIER,France,Talonneur,29 ans,2027,https://www.allrugby.com/joueurs/simon-heritier-8397.html
Annonay,Prolongations,Francis ROLLAND,France,2ème ligne,25 ans,2027,https://www.allrugby.com/joueurs/francis-rolland-11463.html
Annonay,Prolongations,Étienne SYLVESTRE,France,3ème ligne,29 ans,2027,https://www.allrugby.com/joueurs/etienne-sylvestre-9865.html
Annonay,Prolongations,Steven GIROUD,France,3ème ligne,27 ans,2027,https://www.allrugby.com/joueurs/steven-giroud-4844.html
Annonay,Prolongations,Guilhem VETTORE,France,3ème ligne,24 ans,2027,https://www.allrugby.com/joueurs/guilhem-vettore-11345.html
Annonay,Prolongations,Maxime HOPSORT,France,3ème ligne,23 ans,2027,https://www.allrugby.com/joueurs/maxime-hopsort-14385.html
Annonay,Prolongations,Tavite BALEINADOGO,Fidji,3ème ligne,23 ans,2027,https://www.allrugby.com/joueurs/tavite-baleinadogo-22554.html
Annonay,Prolongations,Malory PIET,France,Mêlée,30 ans,2027,https://www.allrugby.com/joueurs/malory-piet-6952.html
Annonay,Prolongations,Aurélien DEPOUX,France,Mêlée,22 ans,2027,https://www.allrugby.com/joueurs/aurelien-depoux-17688.html
Annonay,Prolongations,Roman ALEYRANGUES,France,Ouverture,30 ans,2027,https://www.allrugby.com/joueurs/roman-aleyrangues-8557.html
Annonay,Prolongations,Julien HERVOUËT,France,Ouverture,29 ans,2027,https://www.allrugby.com/joueurs/julien-hervouet-7768.html
Annonay,Prolongations,Tevita BOSEIWAQA,Fidji,Centre,23 ans,2027,https://www.allrugby.com/joueurs/tevita-boseiwaqa-16509.html
Annonay,Prolongations,Josevani DRAVA,Fidji,Ailier,31 ans,2027,https://www.allrugby.com/joueurs/josevani-drava-22585.html
Annonay,Prolongations,Earvin MATI,France,Ailier,29 ans,2027,https://www.allrugby.com/joueurs/earvin-mati-22578.html
Annonay,Prolongations,Fabien GUILLEMIN,France,Arrière,25 ans,2027,https://www.allrugby.com/joueurs/fabin-guillemin-8868.html
Annonay,Prolongations,François GRANGE,France,Arrière,22 ans,2027,https://www.allrugby.com/joueurs/francois-grange-15747.html
Annonay,Prolongations,Théo FAURE,France,Pilier,21 ans,2027,https://www.allrugby.com/joueurs/theo-faure-16195.html
Annonay,Prolongations,Ateli TUISAMOA,France,Talonneur,21 ans,2027,https://www.allrugby.com/joueurs/ateli-tuisamoa-13721.html
Annonay,Prolongations,Imanol BEY,France,3ème ligne,20 ans,2027,https://www.allrugby.com/joueurs/imanol-bey-22677.html
Annonay,Prolongations,Aubin CANARIO,France,Mêlée,20 ans,2027,https://www.allrugby.com/joueurs/aubin-canario-22995.html
Floirac,Arrivées,Manasa SAULO,Fidji,Pilier,37 ans,Saint-Médard en Jalles,https://www.allrugby.com/joueurs/manasa-saulo-3714.html
Floirac,Arrivées,Enzo SÉGUI,France,Pilier,25 ans,Chambéry,https://www.allrugby.com/joueurs/enzo-segui-12281.html
Floirac,Arrivées,Robin GASCOU,France,2ème ligne,27 ans,Bourgoin,https://www.allrugby.com/joueurs/robin-gascou-8208.html
Floirac,Arrivées,Timilai ROKODURU,Fidji,Ailier,33 ans,Fleurance,https://www.allrugby.com/joueurs/timilai-rokoduru-2019.html
Floirac,Départs,Achref BEN HAMOUDA,Tunisie,Pilier,32 ans,N/A,https://www.allrugby.com/joueurs/achref-ben-hamouda-23384.html
Floirac,Départs,Kévin RONDEAU,France,Pilier,29 ans,N/A,https://www.allrugby.com/joueurs/kevin-rondeau-11959.html
Floirac,Départs,Thibaud LEBASTARD,France,Talonneur,32 ans,N/A,https://www.allrugby.com/joueurs/thibaud-lebastard-8243.html
Floirac,Départs,Helmi MIMOUNA,Tunisie,2ème ligne,28 ans,N/A,https://www.allrugby.com/joueurs/helmi-mimouna-10568.html
Floirac,Départs,Yahya GRAA,Tunisie,2ème ligne,28 ans,Marmande,https://www.allrugby.com/joueurs/yahya-graa-15783.html
Floirac,Départs,Nicolas BELLIER,France,2ème ligne,24 ans,N/A,https://www.allrugby.com/joueurs/nicolas-bellier-17532.html
Floirac,Départs,Maximilien HONTARRÈDE,France,3ème ligne,25 ans,N/A,https://www.allrugby.com/joueurs/maximilien-hontarrede-8130.html
Floirac,Départs,Roméo SERNA,France,Mêlée,24 ans,N/A,https://www.allrugby.com/joueurs/romeo-serna-11757.html
Floirac,Départs,Clément AMON,France,Centre,27 ans,N/A,https://www.allrugby.com/joueurs/clement-amon-8687.html
Floirac,Départs,Abdoul Gafour KAREMBIRI,Burkina Faso,Ailier,24 ans,Sarlat,https://www.allrugby.com/joueurs/abdoul-gafour-karembiri-15942.html
Floirac,Départs,Clovis DESHAUTEURS,France,Ailier,24 ans,N/A,https://www.allrugby.com/joueurs/clovis-deshauteurs-23382.html
Floirac,Départs,Erwann ABDELKRIM,France,Ailier,23 ans,N/A,https://www.allrugby.com/joueurs/erwann-abdelkrim-15335.html
Floirac,Départs,Bixente HARAN,France,Arrière,25 ans,N/A,https://www.allrugby.com/joueurs/bixente-haran-17531.html
Floirac,Départs,Jean-Denis KASALA,France,Pilier,22 ans,N/A,https://www.allrugby.com/joueurs/jean-denis-kasala-15933.html
Floirac,Départs,Enzo JAUBERT,France,Talonneur,23 ans,N/A,https://www.allrugby.com/joueurs/enzo-jaubert-16477.html
Floirac,Départs,Aurel CARRÉ,France,Talonneur,21 ans,N/A,https://www.allrugby.com/joueurs/aurel-carre-21236.html
Floirac,Départs,Mathys MAÇOU,France,Mêlée,22 ans,N/A,https://www.allrugby.com/joueurs/mathys-macou-21243.html
Floirac,Départs,Hugo LE GARREC,France,Centre,22 ans,N/A,https://www.allrugby.com/joueurs/hugo-le-garrec-23383.html
Rumilly,Arrivées,Ahmed FÉKIR,France,Pilier,24 ans,Tricastin,https://www.allrugby.com/joueurs/ahmed-fekir-15250.html
Rumilly,Arrivées,Loïc BARADEL,France,3ème ligne,29 ans,Bourg-en-Bresse,https://www.allrugby.com/joueurs/loic-baradel-4843.html
Rumilly,Arrivées,Antoine FERREIRA,France,3ème ligne,23 ans,Chambéry,https://www.allrugby.com/joueurs/antoine-ferreira-18041.html
Rumilly,Arrivées,Hugo DE FRANCQ,Belgique,Ouverture,28 ans,Agronomia (POR),https://www.allrugby.com/joueurs/hugo-de-francq-14921.html
Rumilly,Arrivées,Nathan URPIN,France,Centre,26 ans,Genève (SUI),https://www.allrugby.com/joueurs/nathan-urpin-12074.html
Rumilly,Arrivées,Côme MÉNISSIER,France,Centre,25 ans,Montmélian,https://www.allrugby.com/joueurs/come-menissier-12049.html
Rumilly,Arrivées,Maxence BONNIN,France,Centre,24 ans,Graulhet,https://www.allrugby.com/joueurs/maxence-bonnin-12387.html
Rumilly,Arrivées,Antton DUCOURNAU,France,Ailier,24 ans,Vienne,https://www.allrugby.com/joueurs/antton-ducournau-14247.html
Rumilly,Arrivées,Adrien MOREL,France,Mêlée,24 ans,Montmélian,https://www.allrugby.com/joueurs/adrien-morel-23308.html
Rumilly,Arrivées,Clément GARNIER,France,Ouverture,22 ans,Vienne,https://www.allrugby.com/joueurs/clement-garnier-17468.html
Rumilly,Départs,Elias NOURI,France,Pilier,32 ans,Tricastin,https://www.allrugby.com/joueurs/elias-nouri-10144.html
Rumilly,Départs,Andrew DAMIAN,France,3ème ligne,30 ans,Montmélian,https://www.allrugby.com/joueurs/andrew-damian-9807.html
Rumilly,Départs,Yohann REN,France,3ème ligne,30 ans,Aubenas,https://www.allrugby.com/joueurs/yohann-ren-4696.html
Rumilly,Départs,Gaëtan HOUDIARNE,France,Centre,29 ans,FCAix,https://www.allrugby.com/joueurs/gaetan-houdiarne-8769.html
Rumilly,Départs,Victor BUISSART,France,Ailier,28 ans,BAAR Annecy,https://www.allrugby.com/joueurs/victor-buissart-9804.html
Rumilly,Départs,Gurvan PÉCHEUX,France,Arrière,32 ans,Montmélian,https://www.allrugby.com/joueurs/gurvan-pecheux-4666.html
Rumilly,Départs,Jules MONGIN,France,Mêlée,20 ans,BAAR Annecy,https://www.allrugby.com/joueurs/jules-mongin-22715.html
Rumilly,Départs,Alexis PISANI,France,Ouverture,22 ans,Genève (SUI),https://www.allrugby.com/joueurs/alexis-pisani-15154.html
Rumilly,Départs,Théo MONARD,France,Ailier,22 ans,Montmélian,https://www.allrugby.com/joueurs/theo-monard-17938.html
Rumilly,Prolongations,Norman MARCOTTE,France,Pilier,35 ans,2027,https://www.allrugby.com/joueurs/norman-marcotte-9803.html
Rumilly,Prolongations,Baptiste BUGE,France,Pilier,25 ans,2027,https://www.allrugby.com/joueurs/baptiste-buge-17539.html
Rumilly,Prolongations,Osman COSKUN,France,Pilier,25 ans,2027,https://www.allrugby.com/joueurs/osman-coskun-15658.html
Rumilly,Prolongations,Romain ÉLIOT,France,Pilier,24 ans,2027,https://www.allrugby.com/joueurs/romain-eliot-14186.html
Rumilly,Prolongations,Hugues BARBOT,France,2ème ligne,30 ans,2027,https://www.allrugby.com/joueurs/hugues-barbot-8628.html
Rumilly,Prolongations,Sébastien MAZZA,France,2ème ligne,29 ans,2027,https://www.allrugby.com/joueurs/sebastien-mazza-8496.html
Rumilly,Prolongations,Nicolas FERNANDES,France,2ème ligne,26 ans,2027,https://www.allrugby.com/joueurs/nicolas-fernandes-13814.html
Rumilly,Prolongations,Pierre-Nicolas DANCE,France,3ème ligne,30 ans,2027,https://www.allrugby.com/joueurs/pierre-nicolas-dance-7741.html
Rumilly,Prolongations,Clément IARUSSI,France,3ème ligne,28 ans,2027,https://www.allrugby.com/joueurs/clement-iarussi-7708.html
Rumilly,Prolongations,Adrien CHABRIOL,France,3ème ligne,25 ans,2027,https://www.allrugby.com/joueurs/adrien-chabriol-11095.html
Rumilly,Prolongations,Quentin DARLOT,France,3ème ligne,23 ans,2027,https://www.allrugby.com/joueurs/quentin-darlot-12032.html
Rumilly,Prolongations,Benjamin LAMBERT,France,Mêlée,29 ans,2027,https://www.allrugby.com/joueurs/benjamin-lambert-9800.html
Rumilly,Prolongations,Max DURIEUX,France,Mêlée,25 ans,2027,https://www.allrugby.com/joueurs/max-durieux-17583.html
Rumilly,Prolongations,Léo TREILLES,France,Centre,26 ans,2028,https://www.allrugby.com/joueurs/leo-treilles-7293.html
Rumilly,Prolongations,Benjamin REYNIER,France,Centre,25 ans,2027,https://www.allrugby.com/joueurs/benjamin-reynier-13859.html
Rumilly,Prolongations,Théo GIORDANENGO,France,Ailier,27 ans,2027,https://www.allrugby.com/joueurs/theo-giordanengo-10207.html
Rumilly,Prolongations,William LE GARFF,France,Arrière,27 ans,2027,https://www.allrugby.com/joueurs/william-le-garff-11437.html
Servette,Arrivées,Lautaro CARO SAISI,Argentine,Pilier,28 ans,Viadana (ITA),https://www.allrugby.com/joueurs/lautaro-caro-saisi-14549.html
Servette,Arrivées,Samuel SJÖBERG,Suisse,Pilier,26 ans,GC Zürich (SUI),https://www.allrugby.com/joueurs/samuel-sjoberg-20115.html
